@relation tache2.2

@attribute _text string
@attribute _class {DEPLAISIR, DERANGEMENT, MEPRIS, SURPRISE_NEGATIVE, PEUR, COLERE, ENNUI, TRISTESSE, PLAISIR, APAISEMENT, AMOUR, SURPRISE_POSITIVE, SATISFACTION, INSATISFACTION, ACCORD, VALORISATION, DESACCORD, DEVALORISATION, INSTRUCTION}

@data
'Actu Première unité de dépollution et traitement des déchets de la Réunion inaugurée à St André http//t.co/eJxOgZxxct #Pei / InfoZ.re',VALORISATION
'Opacité et arbitraire des financements publics pour Fondations d\'utilité publique censées animer débats et réflexions http//t.co/3pOeJAt9GB',DEVALORISATION
'Construire des infrastructures inutiles et dépenser des milliards pour rien. « L\'Etat français une autre idée de l\'écologie. » #Ecotaxe',DEVALORISATION
'Le Maroc cité en exemple dans le domaine des énergies alternatives. BRAVO http//t.co/A55pYO5BeZ',VALORISATION
'@C_Rossignol faire plier de force la démocratie c\'est une mauvaise habitude. De plus #écotaxe et #nddl écologiques nuisances en moins',DEVALORISATION
'800 K pour les autres TT 50 K pr la fondation de l\'éco politique (qui s\'en plaint) et 0 pour Terra Nova.. http//t.co/dTuGQ2U2hC via @libe',COLERE
'Convergence écologie et poésie pour un nouvel imaginaire collectif. @Regards_fr revient sur la rencontre @Reporterre http//t.co/Ra2ccQjFBM',ACCORD
'@_PhMartin_ @clamajakri L\'écologie fiscale punitive est un repoussoir pour l\'écologie. Approche totalitaire..',DEVALORISATION
'Russie/Ukraine Merkel \"prudemment optimiste\" sur une solution au conflit gazier http//t.co/nXri11N2fc #ecologie',VALORISATION
'Top article Changement climatique quelles stratégies d\'adaptation pour la v… http//t.co/mD5HHsmXDZ see more http//t.co/vOQGEcaNs2',VALORISATION
'#BoyanSlat veut nettoyer les océans http//t.co/hlmr5CB3SB #pollution #plastique',VALORISATION
'En géo on va parler du réchauffement climatique. Le prof veut aborder les thèses des écolos ET des climatosceptiques.',VALORISATION
'L\'envoyé du prés français rencontre @Heurtel et s\'oppose au projet de Cacouna http//t.co/gc7HgFdD7l @CacounaQC @patbonin @Karelmayrand',DESACCORD
'#ecologie Ecotaxe Ségolène Royal annonce une suspension \"sine die\" les transporteurs routiers mettent fin ... http//t.co/bRchbIxmiC',DESACCORD
'#ecologie Radars météos et éoliennes le ministère de l\'Ecologie propose un assouplissement http//t.co/PsYo5E0Fxr',VALORISATION
'#ecologie Cosse (EELV) «scandalisée» par la suspension «sine die» de l\'écotaxe http//t.co/3rjEUs1i3d',COLERE
'#ecologie Après l\'écotaxe Royal enterre le péage poids lourds http//t.co/2QkIj4tkqE',DEVALORISATION
'#ecologie Écotaxe Ségolène Royal annonce une suspension \"sine die\" http//t.co/dULR8l6xqr',DESACCORD
'#ecologie Segolène Royal annonce la suspension \"sine die\" de l\'écotaxe http//t.co/3UIXW2SCRm',DESACCORD
'#ecologie Ségolène Royal annonce la suspension \"sine die\" de l\'écotaxe http//t.co/V9SdYUih9M',DESACCORD
'#ecologie Suspension de l\'écotaxe Royal « assassine l\'écologie » twitte NKM http//t.co/FX26tcB62C',DESACCORD
'Le #PassFrenchTech faire émerger des leaders sur leur marché ! Pour cela l\'écosystème est la base ! @Clarazeld',VALORISATION
'Le port mettrait de dangereux navires pétroliers au cœur de l’habitat du béluga du Saint-Laurent une espèce menacée. #polcan #NPD',PEUR
'#SégolèneRoyal annonce la #suspension \"sine die\" de l\' #écotaxe - http//t.co/7trL5sJVN9',DESACCORD
'\"Le nucléaire n’est pas une solution au changement climatique c\'est une impasse\" Charlotte Mijeon -usinenouvelle- ?http//t.co/JnhzUWZVsW',DEVALORISATION
'RT@RKaroutchi La Sec.Nle d\'Europe Écologie ulcérée par suppression écotaxe..Ecolos menacent de quitter le Gvt dont ils ne font plus partie..',COLERE
'L\'épidémie d\'#Ebola fruit de la déforestation et de la guerre | @scoopit http//t.co/0Xk9oTM8cP',DEVALORISATION
'“@Ake_Ecolo #ecologie Cosse (EELV) «scandalisée» par la suspension «sine die» de l\'écotaxe http//t.co/CyU7WWXOX6” A MOURIR DE RIRE ????',COLERE
'Le 25 octobre Fête de l’#écologie en #Ardèche demandez le programme http//t.co/KuNyiBf1p4 via @eelvardeche',VALORISATION
'.@ActuNoel_Mamere\"je ne voterai pas loi sur la transition énergétique.Il faut arrêter de prendre les écologistes pour des imbéciles\"@LCPan',COLERE
'#Politique ? Ecotaxe vers une taxation des sociétés d\'autoroute La ministre de l\'Écologie Ségolène Royal qu... http//t.co/7XdjmJyjlK',VALORISATION
'Burkina-Faso Musée national Poubelle des riverains ! http//t.co/8lsq5Lvgk6 #ecologie Mediaterre',DEVALORISATION
'Première unité de dépollution et traitement des déchets de la Réunion inaugurée à St André http//t.co/6PW75YTgjC',VALORISATION
'Financement participatif Les banques s\'invitent dans l\'écosystème du « crowdfunding » #ESS http//t.co/35o5bbnfr2 via @EchosBusiness',VALORISATION
'@LeVilainBD Le lobby écologiste le lobby le plus puissant du monde après le lobby féministe.',VALORISATION
'@DavidCormand Apprend à faire de l’écologie sans taxer les honnêtes français et on en reparlera @PolitiqueTweets',DEPLAISIR
'Entendre ce que dit et veut dire la “France périphérique“ | Europe Écologie Les Verts http//t.co/YBg1L91R1j via @eelv',VALORISATION
'Les activités de loisirs représentent un polluant majeur sur la côte Pacifique (Pollution maritime) http//t.co/dnqmKBLH5C #ecologie',DEVALORISATION
'Dire que les élus #EELV soutiennent @RoyalSegolene sinistre réac #PS de l\'écologie qui cède TOUT aux routiers fachos #bonnetsrouges #Ecotaxe',DEVALORISATION
'L’écologie selon #LaPoste  suppressions d’emplois malaise social et greenwashing - http//t.co/jeu2nGBC0N',DEVALORISATION
'#NKM \"L\'écologie est pénalisée par la lâcheté de ce gouvernement\" #Ecotaxe http//t.co/hCSXTQZQKt (cc @LaFrancedroite @nk_m)',DEVALORISATION
'Ha @RoyalSegolene fait progresser l\'écologie populaire supprimer cette #écotaxe antiécologique taxer les profits des sociétés d\'autoroute',VALORISATION
'Écotaxe pour NKM Ségolène Royal « assassine » l’écologie http//t.co/GpJUNDNu7p',DEVALORISATION
'#Écotaxe pour @nk_m Ségolène Royal \"assassine\" l\'écologie http//t.co/oal1jBFbvb',DEVALORISATION
'Les pôles magnétiques terrestres peuvent s’inverser brutalement - Pierre Barthélémy - Passeur de Sciences @scoopit http//t.co/nsvgYwhIE9',PEUR
'L&#8217;écologie selon La Poste&nbsp; suppressions d&#8217;emplois malaise social et greenwashing- http//t.co/C9kF5UUSU1',DEVALORISATION
'@LePoint @nk_m Ce qu\'on appelle écologie est un sujet hautement scientifique et technique. Les politiciens français ont du mal ... ;)',DEVALORISATION
'Ségolène Royal a annoncé la suspension sine die de l\'écotaxe. Cette décision provoque la colère des écologistes. Itw 17h Jacques Fernique',COLERE
'Le maire de Montréal-Nord parle de sa vision du DD et invite les gens d\'affaire à participer au Renddvous http//t.co/SgljoRmXVS #PME',VALORISATION
'#desirdeperchoir Écotaxe pour NKM Ségolène Royal « assassine » l’écologie http//t.co/PbmOTNdAKz',DEVALORISATION
'RT @Slatefr Actuellement la neige est noire au Groenland. Et c’est inquiétant http//t.co/geou3Rw48r http//t.co/QDTz9AvlPJ',PEUR
'Des éoliennes toujours plus hautes toujours plus puissantes http//t.co/n507gTx4PP',VALORISATION
'On apprend tellement de trucs inutiles en allemand genre jpeux parler pendant 10 min du développement durable mais jsais pas me présenter',DEVALORISATION
'Nous aurions sous-estimé l’ampleur du réchauffement climatique - http//t.co/GTq8nm8JtW',DEVALORISATION
'#BTP #Durable #DD #Ecologie ACO France se dote d\'un nouveau directeur général http//t.co/BrjliKMtpM',VALORISATION
'#LoiRoyal oui à la recherche pour des énergies renouvelables et/ou durables! @ecologiEnergie @RoyalSegolene',ACCORD
'#telmi La ministre de l’Écologie Ségolène Royal a annoncé jeudi la suspension «sine die» du dispositif d’écotaxe sur les poids lourds.',DESACCORD
'Rencontres Régionales du Carbone en Sud-Ouest \" Bilans de Gaz à Effet de Serre plus fort avec un plan d\'action ! \" ...',VALORISATION
'TAXILOC propose de partager les taxis lors des pics de pollution http//t.co/D8i0JhmqiY #ecologie Mediaterre',VALORISATION
'Développement durable Les lauréats du prix Equateur récompensés pour leur action Vingt-quatre g... http//t.co/4ZV28YPsi7 #DevDurable',VALORISATION
'@Ce_Monde @Tweets_Vrais__ Sais pas. Les GVT se foutent des générations à venir même si C leurs enfants le réchauffement climatique pfff.',MEPRIS
'C\'est vraiment affligeant quand vous avez aux commandes de l\'#écologie l\'incompétence et l\'amateurisme d\'une certaine Ségolène Royal...',TRISTESSE
'Royal et Valls cèdent devant les routiers et abandonnent l\'écotaxe un mauvais coup pour l\'écologie et les finances publiques!',DEVALORISATION
'Dispositif relatif aux conditions sociales du pays d\'accueil La France s\'est dotée d\'un dispositif opérationn... http//t.co/vQu3RGUcAp',VALORISATION
'@emmacosse Bravo Ségolène pour l\'écologie intelligente et adaptée.',VALORISATION
'La ministre de l\'Ecologie Ségolène Royal annonce la suspension \"sine die\" de l\'écotaxe jeudi 9 octobre. http//t.co/dnO066tVN0',DESACCORD
'(possible même un peu drôle sans blagues) > Comprendre le changement climatique en 2 mn Firefox http//t.co/6ofl1V5vLl',MEPRIS
'une convention a été signée entre le ministère de l’Environnement de l’Ecologie et des Forêts et ... http//t.co/YdNGGJllTI #madagascar',ACCORD
'#Lille 200 territoires à énergie positive pour la croissance verte Engager 200 territoires volontaires dans u... http//t.co/v0wcUGwhdo',VALORISATION
'#ecologie L\'Unesco mise sur la culture pour le développement durable http//t.co/hg1I0y6a19',VALORISATION
'#ecologie pme-pmi-durables mode d\'emploi pas sage pour entreprises sages http//t.co/JL3fz7twnZ',DEVALORISATION
'Par manque de courage Ségolène Royal tue l\'#écotaxe et assassine l\'écologie (@nk_m)',DEVALORISATION
'@_readeverynight Oui sur le développement durable là D',ACCORD
'Entre #Coca et #Pepsi la bataille du #soda \"nature\" commence - Europe1 | @scoopit http//t.co/W26i9Aga90',DESACCORD
'Au Kenya. Visé par les #braconniers un #éléphant sauvé in extremis | @scoopit via @Luciole757828 http//t.co/U0UqMZy7X0',DEVALORISATION
'L’OCDE contre les avantages fiscaux du #gazole et des voitures de société | Journal de l\'environnement | @scoopit http//t.co/Y0Ss7Nt4yU',DESACCORD
'La «neige noire» du Groenland ! Inquiétude de Jason Box specialiste de la glace #climatechange http//t.co/e8ifKgj88M',PEUR
'@jmgermain mais stop avec cet élément de langage ! Ce qui est punitif c\'est L\'ABSENCE d\'écologie qui compromet nos conditions de vie. SVP',COLERE
'15 phénomènes #naturels extraordinaires - National Geographic | @scoopit via @Pastrouil http//t.co/SZh4CRgLKb',VALORISATION
'#Climat le #begov refuse que l\'UE lui impose des objectifs d\'#énergie #renouvelable et d\'#efficacité énergétique. Seuls compte le CO2.',DESACCORD
'#chamalieres Suspension de l\'écotaxe Manuel Valls salue une « décision sage » La ministre de l\'écologie a d... http//t.co/cAfjW627FH',VALORISATION
'@marcdhere @PEREIRADAROCHAJ Et une très bonne nouvelle pour les Français pr lesquels l\'écologie se résume à un festival punitif et taxatoire',VALORISATION
'Une preuve de plus que l\'ecologie integrale est une escroquerie intellectuelle http//t.co/z6X7cI5b4m',MEPRIS
'#OdavelyMusic Suspension de l\'écotaxe Manuel Valls salue une « décision sage » La ministre de l\'écologie a ... http//t.co/11R2AzUHS8',VALORISATION
'#ecologie Cosse (EELV) \"scandalisée\" par la suspension \"sine die\" de l\'écotaxe http//t.co/v3OtwizLza',COLERE
'#ecologie Suspension de l\'écotaxe qui paiera les pots cassés http//t.co/Vi9NHFyK8r',MEPRIS
'#ecologie La suspension de l\'écotaxe est très loin de faire l\'unanimité http//t.co/rq0r8nSZcs',DEVALORISATION
'#ecologie La taxe poids lourds suspendue \"sine die\" http//t.co/Poc2gltwxl',DESACCORD
'Prix Pinocchio du développement durable 2014 votez ! - [http//t.co/7uvfXNRHWs l\'essentiel du... http//t.co/7ghQcNXjAx',VALORISATION
'L\'écologie pour les nuls ça donne ça (via CitéGreen IAU îdf) http//t.co/0XafuMcDor',DEVALORISATION
'@RERA_RATP Trafic ralenti sur #RERA Grève sur #RERB et incident retards sur #RERC . Prenez les transports en commun écologie ?',COLERE
'Tu m\'étonnes #Valls s\'en réjouit . L\'écologie c\'est pas son truc il préfère ses amis du #Medef Huguelino66 @LePoint @manuelvalls',DEVALORISATION
'Les députés et eurodéputés écologistes en guerre contre le gouvernement Français après la suspension de l\'écotaxe . #EELV dans l\'opposition',COLERE
'200 territoires à énergie positive pour la croissance verte Engager 200 territoires volontaires dans une déma... http//t.co/IZ5eXVcHgp',VALORISATION
'Cacouna le NPD veut qu\'Ottawa mette fin au projet | Mélanie Marquis | Espèces en danger http//t.co/LeBoLvUt2k',PEUR
'“@nk_m Par manque de courage Ségolène Royal tue l\'#écotaxe et assassine l\'écologie” incroyable mais quels guignols #UMPS',DEVALORISATION
'Barrage de Tanghin à Ouagadougou un pôle économique menacé d\'ensablement http//t.co/njvmmVUR06 #ecologie Mediaterre',PEUR
'Ulcéré par les larmes de crocodile sur l\'ecotaxe. @RoyalSegolene à raison de s\'opposer à l\'écologie punitive.',DESACCORD
'L’écologie selon La Poste suppressions d’emplois malaise social et greenwashing - http//t.co/Y1rf6OIMwJ via @Bastamag #FrontDeGauche',DEVALORISATION
'On était à table y avait un blanc et mon petit frère lâche \"à cause du réchauffement climatique les chats ont un petit cerveau\" jfq de lui?',DEPLAISIR
'L\'abandon de l\'#écotaxe ne fait pas le bonheur des écologistes. #LRT',DEVALORISATION
'L\'ecologie c l\'enjeu majeur de demain les gens le comprennes pas ump ps c fini tout ca #lgj',COLERE
'\"La marque c\'est un écosystème de confiance sens / expérience / identité\" @thierryherrant #AperoCom',VALORISATION
'@usul_ elle est bien mais y a quelques points faibles. L\'aspect social et vieux de l\'écosystème.',DEVALORISATION
'#leGrandjournal - En plus d\'être compétente elle est jolie Delphine Batho - ex ministre de l\'écologie.',VALORISATION
'\"@nk_m Par manque de courage Ségolène Royal tue l\'#écotaxe et assassine l\'écologie.\"',DEVALORISATION
'Je suis d\'accord avec @nk_m \"Par manque de courage Ségolène Royal tue l\'#écotaxe et assassine l\'écologie.\" #responsabilité',DEVALORISATION
'Delphine Batho et Ségolène Royal refusent de poser avec des gants de boxe L\'ancienne ministre de l’Écologie ... http//t.co/AGxyIgcPN9',DESACCORD
'[Solaire] Inauguration par Soitec et ses partenaires d’une centrale CPV de 129 MWc au Portugalhttp//t.co/QBhTgEXAsX',VALORISATION
'LE SCANDALE des Éoliennes à voir ou revoir sur https//t.co/s05E7ifAwQ',COLERE
'#ecologie Le NPD rejette tout projet pétrolier à Cacouna http//t.co/huHVKOhvQz',DESACCORD
'#PPD \"L\'écotaxe vient d\'être supprimée par Ségolène Royal c\'était pourtant un texte défendu par les écologistes\" http//t.co/xb8wmB2JoS',DEPLAISIR
'#ecologie Session du Partenariat pour les forêts du Bassin du Congo http//t.co/LDJf49sL20',ACCORD
'MANIFESTATION LE 16 OCTOBRE CONTRE LE PROJET DE BUDGET DE LA SÉCURITÉ SOCIALE. http//t.co/OcrEMqRNvA',COLERE
'#Actualité Brésil Marina Silva négocie son soutien crucial à Aecio Neves aux présidentielles L\'écologiste br... http//t.co/eaPrl1XDjY',VALORISATION
'L\'écologie c\'est un peu le Arte de la politique tout le monde trouve ça génial mais personne ne veut s\'y intéresser',VALORISATION
'@elmdream Merde j\'ai supprimé le tweet XD C\'était un oral d\'écologie !',MEPRIS
'#MarketIAE Plus on est impliqué dans le développement durable plus on demande de l\'information',VALORISATION
'#Ecologie #Ecotaxe #Royal est complètement discréditée maintenant! http//t.co/dyHEEcvIk4',DEVALORISATION
'#ecotaxe quel joli recul de l\'écologie !!!!!',DEVALORISATION
'“@graine_idf #JE_artEEDD un grand merci au service de l\'écologie urbaine de la ville de #Colombes et aux intervenants de la journée...”',VALORISATION
'Il caille a mort ! Ça se voit que ya le réchauffement climatique..',COLERE
'J\'aime pas le chapitre d\'éco sur le developpement durable',DEPLAISIR
'\"L\'écologie selon La Poste suppressions d\'emplois malaise social et greenwashing\" http//t.co/tvaXi1KXbd',DEVALORISATION
'@charles_baldini @jp_enjalbert Cette écologie punitive est contre productive elle dégoûte les français',MEPRIS
'@28minutes @N_Hulot aucune politique ni volonté de prendre en compte l\'écologie en EU démontre par cette commission Junker',VALORISATION
'Le Parti socialiste brésilienpour lequel l\'écologiste Marina Silva était candidateopterait pour un soutien au social-démocrate Aecio Neves',VALORISATION
'@28minutes @N_Hulot L’école des politiques n\'enseigne pas l’écologie. Préfère les cours sur le capitalisme et les lobbies',VALORISATION
'C\'est l\'absence d\'écologie qui est punitive RT @EELV Suspension de l’écotaxe qui paiera les pots cassés ? http//t.co/CMiqLzkhB2 #eelv',DEVALORISATION
'L\'#ecotaxe ... le recul de la bravitude Royal en rase campagne ...même EELV applaudit ... comme quoi l\'ecologie n\'est pas à gauche',DEVALORISATION
'@CecileDuflot @Ecologie_FR L\'écologisme peut faire davantage évoluer nos mentalités & notre mode de vie que tout autre progrès technologique',VALORISATION
'POUR GAZA PÉTITION À SIGNER ET MANIF LE 18 OCTOBRE À PARIS. http//t.co/7vlQ7eRPJ6',COLERE
'DT CGCanChicago Excellentes réunions-débats hier sur la lutte contre le changement climatique et ... http//t.co/Qc2qFwByoo',VALORISATION
'@a_nb01 absolument d\'accord l\'écologie de gauche c\'est le mariage pour tous et le logement social pas la protection de l\'environnement -(',ACCORD
'Barrage du Tarn ferme des mille vaches de nouveaux conflits pour le développement durable http//t.co/Lztkr9iep3 via @Mediapart',DESACCORD
'#press #seo Nager vert avec les piscines écologiques http//t.co/tlwQlO9td5 #piscineécologique',VALORISATION
'\"Les sourires c\'est de l\'énergie renouvelable si t\'as pas de pensées ensoleillées tu vis dans le noir.\"',VALORISATION
'#Begov \"moins de moyens pour les services publics qui ne déploieront pas suffisamment d’efforts en matière de développement #durable\"',DEVALORISATION
'L’ONU reconnaît les efforts de Cuba dans le domaine de l’énergie renouvelable http//t.co/WNPxdCBXVp',VALORISATION
'@Nicoooooonch heureusement pour toi je veux des éoliennes parfaites !',VALORISATION
'@FdeRugy \"Nous sommes en Europe le pays par excellence qui est fait pour les énergies renouvelables ! \"',VALORISATION
'Toutes mes félicitations à Karine NIEGO fondatrice de @GreenRaidNantes et lauréate du Prix des Femmes pour le développement durable 2014',VALORISATION
'Ecotaxe  la victoire personnelle de Ségolène Royal En guerre contre «?l’écologie punitive?» Ségolène Royal ... http//t.co/BWhWcauBCT',VALORISATION
'Ma prof d\'anglais elle m\'a trop fait peur. Elle nous a parler du réchauffement climatique comme si ça allait être la fin du monde demain...',PEUR
'LIRE Le @cegepmarievic accueille le premier FORUM PME/Développement durable à Montréal http//t.co/wq9aOJx9pZ',VALORISATION
'Une convention a été signée entre le Ministère de l’Environnement de l’Ecologie et des Forêts et la Conservation... http//t.co/xOAOWNj0XW',ACCORD
'Écologie punitive ne passe pas #PS “@afpfr [VIDEO] Suspension écotaxe #EELV scandalisé http//t.co/BgxmxCMXOx #AFP http//t.co/zH0oEJI6xU”',COLERE
'Echos Ecotaxe  la victoire personnelle de Ségolène Royal En guerre contre «?l’écologie punitive?» Ségolène... http//t.co/2t9Oej9BRb',VALORISATION
'On s en tape de l #ecologie',DEVALORISATION
'\"L\'écotaxe vient d\'être supprimée par S Royalc\'était pourtant un texte défendu par les écologistes\"http//t.co/eDF9WvkDiC\" ;-) @JGarcia646',DEVALORISATION
'bienvenue à notre 2400ème abonnée @La_Car8line Pro développement durable à... Montréal Qc',VALORISATION
'Cantine scolaire ça rime avec...GROSSE COLERE !!!. http//t.co/Wxbm38bxhy',MEPRIS
'Réchauffement climatique filmé en live. Effrayant. (via @Upworthy) http//t.co/FpL5P43Y5H',PEUR
'Pourquoi on bosse le réchauffement climatique en espagnol déjà qu\'en français j\'en carre l\'oignon alors en espagnol j\'vous raconte pas..',MEPRIS
'“@nk_m Par manque de courage Ségolène Royal tue l\'#écotaxe et assassine l\'écologie.” Pépère et elle même formation....pas de courage....',DEVALORISATION
'Éolien une gigantesque escroquerie (via @Contrepoints) http//t.co/zPGkFX95Tq http//t.co/gsUbePSLUL',DEVALORISATION
'Bravo! “@HMaurey Élu président de la commission du développement durabledes infrastructures et de l\'aménagement du territoire du sénat .”',ACCORD
'Félicitations à @HMaurey Élu président de la commission du développement durable des infras. et de l\'aménagement du territoire du sénat',VALORISATION
'Par manque de courage @nk_m s\'abstient sur la loi Taubira et assassine l\'écologie humaine.',DEVALORISATION
'@TransitionENR @Nous_Citoyens des gens qui soutiennent la recherche du profit ne seront jamais écologistes',VALORISATION
'@VeganKings Mais les gens s\'en branle que le réchauffement climatique tue des animaux. Il comprendront que trop tard quand ça les turas eux.',DEVALORISATION
'J\'aime une vidéo @YouTube de @linklegiz - Borderlands - Episode 06 FR HD - Réparer les éoliennes! http//t.co/kNKU3rWVH0',PLAISIR
'Le dispositif qui devait remplacer l\'#écotaxe suspendu \"sine die\" http//t.co/oFS1NoJV91 via @francetvinfo. La reculade une stratégie.',DESACCORD
'La rénovation énergétique à l’honneur pour la fête de l’ #energie du 09 au 12/10 http//t.co/oa6O1powjM',VALORISATION
'@RisingStarM6 #RisingStar Super énergie super aisance charisme solaire Huu Bravo ! ( pardon je sors...) Non sérieux beau moment !',VALORISATION
'Comment imaginer une pareille chose???????? La SQ démantèle un réseau de voleurs d\'huile de friture http//t.co/7IOQVrCO9o',DEVALORISATION
'#Durable Ecotaxe Ségolène Royal veut assainir le financement des infrastructures La ministre de l\'Ecologie ... http//t.co/56MALSgJzO',VALORISATION
'#Job Conseil Manager Développement Durable Paris H/F Au sein d\'une activité dédiée à la maîtrise des... http//t.co/oip3f2GmP1 #Finance',VALORISATION
'#ecologie L\'écotaxe poids lourds repoussée pour mieux être enterrée http//t.co/UhZ3fM4X2l',VALORISATION
'#ecologie Algues Sargasses Le préfet constate l\'ampleur du phénomène http//t.co/ueliJkP4LL',VALORISATION
'\"Aujourd\'hui grâce à la pollution du fleuve on vit mieux.\" Ou dire en une phrase que l\'écologie est un luxe. #EnvoyéSpécial',DEVALORISATION
'\"Au pays du citarum l\'écologie est un luxe.\" #envoyespecial',VALORISATION
'On sacrifie l\'écologie pour avoir de l\'emploi quand t\'aura plus a bouffer faudra pas venir chialer car t\'en es responsable #EnvoyeSpecial',MEPRIS
'Un reportage prise de conscience sur la nature de plus en plus polluer par l\'homme! #écologie #envoyespecial @pasinettimath',VALORISATION
'Un texte pour lutter contre l\'\"obsolescence programmée\" http//t.co/9DO4Rp60ti via @europe1',VALORISATION
'L\'ONU reconnaît les efforts de Cuba dans le domaine de l\'énergie renouvelable http//t.co/OXKB3ztkCI',VALORISATION
'#royal s\'est toujours foutue royalement de l\'écologie (et de tout à part sa carrière) et certains le découvrent seulement. #dindons',MEPRIS
'@ecologiEnergie ... le renoncement en politique et en écologie a maintenant un visage ... renoncer c\'est mourir ... même en politique.',DEVALORISATION
'@niaisemoepastoe la C-B investis pour le futur dans les énergies vertes pas le pétrole comme qu\'on fait comme des morons',MEPRIS
'J\'ai dîné d\'une espèce protégée. Je suis un hors-la-loi. Arrêtez de me fréquenter.',MEPRIS
'Le Parlement européen s\'alarme de la place de l\'écologie dans la Commission Juncker http//t.co/aIdSLVBO2a',COLERE
'Twitt de secours j\'ai mal à mon ecologie cc @EvaSasAN #ohrage #ohdesespoir',TRISTESSE
'Bonne idée RT @ThononEcologie LA solution ? Il fallait l\'inventer... http//t.co/gETurnt15P',VALORISATION
'[LE FIGARO] Ségolène Royal veut taxer les profits des autoroutes La ministre de l\'Écologie a enterré l\'écota... http//t.co/zVGEOKqXQS',DEVALORISATION
'#Transition #énergétique l\'Assemblée rejette la hausse progressive de la contribution climat énergie http//t.co/PzghfC9TGL',DESACCORD
'Très bon article sur @PayinTech dans @Tourmagcom http//t.co/JnkYtRta0r Merci @MathildeKhlat',VALORISATION
'“@MaisonDD Programmation gratuite et stimulante de la Maison du développement durable cet automne! http//t.co/vV8UzHEHyM”',VALORISATION
'#ecologie Ecotaxe Ségolène Royal veut assainir le financement des infrastructures http//t.co/ZTklz9eHMR',VALORISATION
'#ecologie Pour un développement durable et fier de le montrer http//t.co/BM1YqjMXP1',VALORISATION
'La suspension sine die de l\'écotaxe poids lourd est un coup porté à l\'écologie par la ministre qui en a la charge.',DESACCORD
'L\'écologie selon La Poste suppressions d\'emplois malaise social et greenwashing http//t.co/D4yQGdL7yI',DEVALORISATION
'Cellules photovoltaïques. Du coup le téléphone se recharge TOUT SEUL. J\'étais sur le cul. #innovation',SURPRISE_POSITIVE
'$CM - La Banque CIBC est classée parmi les banques les plus écologiques au monde http//t.co/eA4MniHBiF',VALORISATION
'UNOCA la paix et la sécurité au service de l\'intégration régionale et du développement durable de l\'Afrique centrale http//t.co/eSA4aoi8n5',VALORISATION
'Changement climatique et ville-état. Les actions à quelle échelle? Très bonne article ici http//t.co/Glascu7uIe @guardian@actnow',VALORISATION
'CONTRE LA VIOLENCE DU MEDEF. http//t.co/mSIo8WKiF9',DESACCORD
'#ecologie Taxer les sociétés d\'autoroutes bras de fer entre Sapin et Royal http//t.co/qPnpq2uGQy',DESACCORD
'Le scandale des e?oliennes',COLERE
'@_Bertrand_ @libe ...et discernement l\'écologie c\'est lutter contre la pollution pas contre les technologies propres et sûres !!!',VALORISATION
'VITE LA 6° RÉPUBLIQUE ANTIDOTE CONTRE L\'HOMME PROVIDENTIEL !. http//t.co/8nGXkIHGVt',VALORISATION
'Villes intelligentes le développement durable en tête! http//t.co/jW6jn1vJnW @Geodoc31 #SocIG',VALORISATION
'ASSEZ DE LA POLITIQUE LIBÉRALE. http//t.co/WVoJvLJDuD',COLERE
'Décidément en plus d\'être canons les BDs de @PenelopeB sont toujours aussi prenantes efficaces & constructives ! http//t.co/AypDId6RIX',VALORISATION
'LE COMBAT DE JEAN-LUC MÉLENCHON. http//t.co/6JOxLXjg9k',DESACCORD
'LE SCANDALE DE LA FERME DES MILLE VACHES. http//t.co/w28vB8t9Fa',COLERE
'#BTP #Durable #DD #Ecologie Bâti / Eau et bois font bon ménage à Périgny http//t.co/4iNl8QSqTH',VALORISATION
'#ecologie Dompierre-les-Ormes La Galerie du bois se transforme et change de nom http//t.co/qdIhvm1dRX',VALORISATION
'PÉTITION CONTRE LE RÉCHAUFFEMENT CLIMATIQUE. http//t.co/ltYNLUz1JC',DESACCORD
'LE CAMBOUIS DE LA POLITIQUE MESQUINE SALIT LES MAINS DE BEAUCOUP DE PARLEMENTAIRES / L\'ECOLOGIE C\' AVOIR LES MAINS PROPRES / AUX LAVABOS >',DEVALORISATION
'J\'fais mon écologiste les gras vous m\'pardonnez. Au pire j\'m\'en tape de ce que vous pensez aha',MEPRIS
'Les aires marines protégées du Languedoc-Roussillon | @scoopit via @DocAten http//t.co/3hasklmSin',VALORISATION
'Les valeurs de la sagesses doivent agirent le monde des religions doit s\'investir dans l\'écologie...',VALORISATION
'Elle me casse déjà les couilles a parler que d\'écologie',MEPRIS
'Animal de haute d\'altitude Au pelage blond soyeux La @CkiCmoi se fait rare Sans doutec\'est malheureux Le réchauffement climatique ? #FFP',TRISTESSE
'@JJBourdin_RMC @RMCinfo il faudra dire à #Mamère que l\'écologie ne se fait pas par la taxe mais par bon sens.',VALORISATION
'#bourdindirect @RoyalSegolene @CecileDuflot font chier c est 2\% de vert avec leurs écologie punitives mme royale va mettre la vignette',MEPRIS
'Financement participatif Les banques s\'invitent dans l\'écosystème du « crowdfunding » http//t.co/aZGPOJ2rgV #finances',VALORISATION
'@NicolasSarkozy avec #NKM pour le développement durable les camions peuvent rouler sans payer avec le gouvernement #socialiste bravo!',VALORISATION
